Type,Entry Time,Exit Time,Signal,Entry Price,Exit Price,Points,PnL INR,Net PnL %,Cumulative PnL INR,Cumulative PnL %,Holding Time
LONG,2022-04-18 15:10:00+05:30,2022-04-19 13:05:00+05:30,LONG,36745.4,36732.15,-13.25,-397.5,-0.26,1973584.5,1315.72,0 days 21:55:00
SHORT,2022-04-19 13:05:00+05:30,2022-04-19 13:35:00+05:30,SHORT,36732.15,36970.5,-238.35,-7150.5,-4.77,1966434.0,1310.96,0 days 00:30:00
LONG,2022-04-19 13:35:00+05:30,2022-04-19 14:55:00+05:30,LONG,36970.5,36764.35,-206.15,-6184.5,-4.12,1960249.5,1306.83,0 days 01:20:00
SHORT,2022-04-19 14:55:00+05:30,2022-04-21 09:15:00+05:30,SHORT,36764.35,36601.6,162.75,4882.5,3.26,1965132.0,1310.09,1 days 18:20:00
LONG,2022-04-21 09:15:00+05:30,2022-04-22 09:15:00+05:30,LONG,36601.6,36410.7,-190.9,-5727.0,-3.82,1959405.0,1306.27,1 days 00:00:00
SHORT,2022-04-22 09:15:00+05:30,2022-04-25 10:05:00+05:30,SHORT,36410.7,36118.65,292.05,8761.5,5.84,1968166.5,1312.11,3 days 00:50:00
LONG,2022-04-25 10:05:00+05:30,2022-04-25 14:40:00+05:30,LONG,36118.65,35888.1,-230.55,-6916.5,-4.61,1961250.0,1307.5,0 days 04:35:00
SHORT,2022-04-25 14:40:00+05:30,2022-04-26 09:15:00+05:30,SHORT,35888.1,36494.9,-606.8,-18204.0,-12.14,1943046.0,1295.36,0 days 18:35:00
LONG,2022-04-26 09:15:00+05:30,2022-04-26 12:55:00+05:30,LONG,36494.9,36357.4,-137.5,-4125.0,-2.75,1938921.0,1292.61,0 days 03:40:00
SHORT,2022-04-26 12:55:00+05:30,2022-04-27 14:40:00+05:30,SHORT,36357.4,36066.9,290.5,8715.0,5.81,1947636.0,1298.42,1 days 01:45:00
LONG,2022-04-27 14:40:00+05:30,2022-04-29 14:05:00+05:30,LONG,36066.9,36455.6,388.7,11661.0,7.77,1959297.0,1306.2,1 days 23:25:00
SHORT,2022-04-29 14:05:00+05:30,2022-05-02 14:45:00+05:30,SHORT,36455.6,36151.35,304.25,9127.5,6.08,1968424.5,1312.28,3 days 00:40:00
LONG,2022-05-02 14:45:00+05:30,2022-05-04 12:10:00+05:30,LONG,36151.35,35941.65,-209.7,-6291.0,-4.19,1962133.5,1308.09,1 days 21:25:00
SHORT,2022-05-04 12:10:00+05:30,2022-05-04 13:40:00+05:30,SHORT,35941.65,36033.05,-91.4,-2742.0,-1.83,1959391.5,1306.26,0 days 01:30:00
LONG,2022-05-04 13:40:00+05:30,2022-05-04 14:05:00+05:30,LONG,36033.05,35625.5,-407.55,-12226.5,-8.15,1947165.0,1298.11,0 days 00:25:00
SHORT,2022-05-04 14:05:00+05:30,2022-05-05 10:05:00+05:30,SHORT,35625.5,35796.4,-170.9,-5127.0,-3.42,1942038.0,1294.69,0 days 20:00:00
LONG,2022-05-05 10:05:00+05:30,2022-05-05 11:55:00+05:30,LONG,35796.4,35651.45,-144.95,-4348.5,-2.9,1937689.5,1291.79,0 days 01:50:00
SHORT,2022-05-05 11:55:00+05:30,2022-05-06 14:05:00+05:30,SHORT,35651.45,34747.55,903.9,27117.0,18.08,1964806.5,1309.87,1 days 02:10:00
LONG,2022-05-06 14:05:00+05:30,2022-05-09 09:15:00+05:30,LONG,34747.55,34027.55,-720.0,-21600.0,-14.4,1943206.5,1295.47,2 days 19:10:00
SHORT,2022-05-09 09:15:00+05:30,2022-05-09 12:10:00+05:30,SHORT,34027.55,34379.15,-351.6,-10548.0,-7.03,1932658.5,1288.44,0 days 02:55:00
LONG,2022-05-09 12:10:00+05:30,2022-05-09 14:00:00+05:30,LONG,34379.15,34132.8,-246.35,-7390.5,-4.93,1925268.0,1283.51,0 days 01:50:00
SHORT,2022-05-09 14:00:00+05:30,2022-05-10 12:00:00+05:30,SHORT,34132.8,34493.65,-360.85,-10825.5,-7.22,1914442.5,1276.3,0 days 22:00:00
LONG,2022-05-10 12:00:00+05:30,2022-05-10 15:00:00+05:30,LONG,34493.65,34491.25,-2.4,-72.0,-0.05,1914370.5,1276.25,0 days 03:00:00
SHORT,2022-05-10 15:00:00+05:30,2022-05-11 14:00:00+05:30,SHORT,34491.25,34568.7,-77.45,-2323.5,-1.55,1912047.0,1274.7,0 days 23:00:00
LONG,2022-05-11 14:00:00+05:30,2022-05-12 09:15:00+05:30,LONG,34568.7,34156.85,-411.85,-12355.5,-8.24,1899691.5,1266.46,0 days 19:15:00
SHORT,2022-05-12 09:15:00+05:30,2022-05-13 09:15:00+05:30,SHORT,34156.85,33792.0,364.85,10945.5,7.3,1910637.0,1273.76,1 days 00:00:00
LONG,2022-05-13 09:15:00+05:30,2022-05-13 14:05:00+05:30,LONG,33792.0,33598.95,-193.05,-5791.5,-3.86,1904845.5,1269.9,0 days 04:50:00
SHORT,2022-05-13 14:05:00+05:30,2022-05-16 09:35:00+05:30,SHORT,33598.95,33562.25,36.7,1101.0,0.73,1905946.5,1270.63,2 days 19:30:00
LONG,2022-05-16 09:35:00+05:30,2022-05-16 12:40:00+05:30,LONG,33562.25,33433.5,-128.75,-3862.5,-2.58,1902084.0,1268.06,0 days 03:05:00
SHORT,2022-05-16 12:40:00+05:30,2022-05-16 14:40:00+05:30,SHORT,33433.5,33761.9,-328.4,-9852.0,-6.57,1892232.0,1261.49,0 days 02:00:00
LONG,2022-05-16 14:40:00+05:30,2022-05-18 12:20:00+05:30,LONG,33761.9,34333.25,571.35,17140.5,11.43,1909372.5,1272.92,1 days 21:40:00
SHORT,2022-05-18 12:20:00+05:30,2022-05-20 09:15:00+05:30,SHORT,34333.25,33839.0,494.25,14827.5,9.88,1924200.0,1282.8,1 days 20:55:00
LONG,2022-05-20 09:15:00+05:30,2022-05-23 14:00:00+05:30,LONG,33839.0,34453.6,614.6,18438.0,12.29,1942638.0,1295.09,3 days 04:45:00
SHORT,2022-05-23 14:00:00+05:30,2022-05-24 09:20:00+05:30,SHORT,34453.6,34467.0,-13.4,-402.0,-0.27,1942236.0,1294.82,0 days 19:20:00
LONG,2022-05-24 09:20:00+05:30,2022-05-24 14:20:00+05:30,LONG,34467.0,34237.15,-229.85,-6895.5,-4.6,1935340.5,1290.23,0 days 05:00:00
SHORT,2022-05-24 14:20:00+05:30,2022-05-25 09:15:00+05:30,SHORT,34237.15,34638.55,-401.4,-12042.0,-8.03,1923298.5,1282.2,0 days 18:55:00
LONG,2022-05-25 09:15:00+05:30,2022-05-25 12:00:00+05:30,LONG,34638.55,34493.45,-145.1,-4353.0,-2.9,1918945.5,1279.3,0 days 02:45:00
SHORT,2022-05-25 12:00:00+05:30,2022-05-26 09:15:00+05:30,SHORT,34493.45,34652.35,-158.9,-4767.0,-3.18,1914178.5,1276.12,0 days 21:15:00
LONG,2022-05-26 09:15:00+05:30,2022-05-30 12:15:00+05:30,LONG,34652.35,35850.4,1198.05,35941.5,23.96,1950120.0,1300.08,4 days 03:00:00
SHORT,2022-05-30 12:15:00+05:30,2022-05-31 10:55:00+05:30,SHORT,35850.4,35860.2,-9.8,-294.0,-0.2,1949826.0,1299.88,0 days 22:40:00
LONG,2022-05-31 10:55:00+05:30,2022-05-31 15:00:00+05:30,LONG,35860.2,35663.5,-196.7,-5901.0,-3.93,1943925.0,1295.95,0 days 04:05:00
SHORT,2022-05-31 15:00:00+05:30,2022-06-01 09:25:00+05:30,SHORT,35663.5,35598.7,64.8,1944.0,1.3,1945869.0,1297.25,0 days 18:25:00
LONG,2022-06-01 09:25:00+05:30,2022-06-01 13:10:00+05:30,LONG,35598.7,35542.15,-56.55,-1696.5,-1.13,1944172.5,1296.12,0 days 03:45:00
SHORT,2022-06-01 13:10:00+05:30,2022-06-01 15:05:00+05:30,SHORT,35542.15,35593.2,-51.05,-1531.5,-1.02,1942641.0,1295.09,0 days 01:55:00
LONG,2022-06-01 15:05:00+05:30,2022-06-02 09:15:00+05:30,LONG,35593.2,35419.3,-173.9,-5217.0,-3.48,1937424.0,1291.62,0 days 18:10:00
SHORT,2022-06-02 09:15:00+05:30,2022-06-03 09:15:00+05:30,SHORT,35419.3,35881.6,-462.3,-13869.0,-9.25,1923555.0,1282.37,1 days 00:00:00
LONG,2022-06-03 09:15:00+05:30,2022-06-03 12:30:00+05:30,LONG,35881.6,35573.35,-308.25,-9247.5,-6.16,1914307.5,1276.2,0 days 03:15:00
SHORT,2022-06-03 12:30:00+05:30,2022-06-06 12:50:00+05:30,SHORT,35573.35,35409.7,163.65,4909.5,3.27,1919217.0,1279.48,3 days 00:20:00
LONG,2022-06-06 12:50:00+05:30,2022-06-07 09:15:00+05:30,LONG,35409.7,35008.5,-401.2,-12036.0,-8.02,1907181.0,1271.45,0 days 20:25:00
SHORT,2022-06-07 09:15:00+05:30,2022-06-08 09:15:00+05:30,SHORT,35008.5,35093.85,-85.35,-2560.5,-1.71,1904620.5,1269.75,1 days 00:00:00
LONG,2022-06-08 09:15:00+05:30,2022-06-08 13:10:00+05:30,LONG,35093.85,35113.4,19.55,586.5,0.39,1905207.0,1270.14,0 days 03:55:00
SHORT,2022-06-08 13:10:00+05:30,2022-06-09 12:35:00+05:30,SHORT,35113.4,34942.75,170.65,5119.5,3.41,1910326.5,1273.55,0 days 23:25:00
LONG,2022-06-09 12:35:00+05:30,2022-06-10 09:15:00+05:30,LONG,34942.75,34701.1,-241.65,-7249.5,-4.83,1903077.0,1268.72,0 days 20:40:00
SHORT,2022-06-10 09:15:00+05:30,2022-06-13 15:15:00+05:30,SHORT,34701.1,33423.55,1277.55,38326.5,25.55,1941403.5,1294.27,3 days 06:00:00
LONG,2022-06-13 15:15:00+05:30,2022-06-14 09:20:00+05:30,LONG,33423.55,33188.8,-234.75,-7042.5,-4.7,1934361.0,1289.57,0 days 18:05:00
SHORT,2022-06-14 09:20:00+05:30,2022-06-14 10:40:00+05:30,SHORT,33188.8,33444.4,-255.6,-7668.0,-5.11,1926693.0,1284.46,0 days 01:20:00
LONG,2022-06-14 10:40:00+05:30,2022-06-14 12:35:00+05:30,LONG,33444.4,33398.85,-45.55,-1366.5,-0.91,1925326.5,1283.55,0 days 01:55:00
SHORT,2022-06-14 12:35:00+05:30,2022-06-15 10:20:00+05:30,SHORT,33398.85,33428.8,-29.95,-898.5,-0.6,1924428.0,1282.95,0 days 21:45:00
LONG,2022-06-15 10:20:00+05:30,2022-06-15 14:45:00+05:30,LONG,33428.8,33326.05,-102.75,-3082.5,-2.05,1921345.5,1280.9,0 days 04:25:00
SHORT,2022-06-15 14:45:00+05:30,2022-06-16 09:15:00+05:30,SHORT,33326.05,33679.9,-353.85,-10615.5,-7.08,1910730.0,1273.82,0 days 18:30:00
LONG,2022-06-16 09:15:00+05:30,2022-06-16 11:15:00+05:30,LONG,33679.9,33324.45,-355.45,-10663.5,-7.11,1900066.5,1266.71,0 days 02:00:00
SHORT,2022-06-16 11:15:00+05:30,2022-06-17 09:45:00+05:30,SHORT,33324.45,32795.2,529.25,15877.5,10.58,1915944.0,1277.3,0 days 22:30:00
LONG,2022-06-17 09:45:00+05:30,2022-06-20 09:40:00+05:30,LONG,32795.2,32479.25,-315.95,-9478.5,-6.32,1906465.5,1270.98,2 days 23:55:00
SHORT,2022-06-20 09:40:00+05:30,2022-06-20 15:15:00+05:30,SHORT,32479.25,32757.05,-277.8,-8334.0,-5.56,1898131.5,1265.42,0 days 05:35:00
LONG,2022-06-20 15:15:00+05:30,2022-06-21 14:55:00+05:30,LONG,32757.05,33293.05,536.0,16080.0,10.72,1914211.5,1276.14,0 days 23:40:00
SHORT,2022-06-21 14:55:00+05:30,2022-06-23 09:20:00+05:30,SHORT,33293.05,33061.3,231.75,6952.5,4.64,1921164.0,1280.78,1 days 18:25:00
LONG,2022-06-23 09:20:00+05:30,2022-06-23 11:45:00+05:30,LONG,33061.3,33196.1,134.8,4044.0,2.7,1925208.0,1283.47,0 days 02:25:00
SHORT,2022-06-23 11:45:00+05:30,2022-06-23 13:35:00+05:30,SHORT,33196.1,33039.15,156.95,4708.5,3.14,1929916.5,1286.61,0 days 01:50:00
LONG,2022-06-23 13:35:00+05:30,2022-06-27 14:20:00+05:30,LONG,33039.15,33761.3,722.15,21664.5,14.44,1951581.0,1301.05,4 days 00:45:00
SHORT,2022-06-27 14:20:00+05:30,2022-06-28 12:35:00+05:30,SHORT,33761.3,33716.8,44.5,1335.0,0.89,1952916.0,1301.94,0 days 22:15:00
LONG,2022-06-28 12:35:00+05:30,2022-06-28 13:05:00+05:30,LONG,33716.8,33534.85,-181.95,-5458.5,-3.64,1947457.5,1298.3,0 days 00:30:00
SHORT,2022-06-28 13:05:00+05:30,2022-06-30 09:20:00+05:30,SHORT,33534.85,33461.95,72.9,2187.0,1.46,1949644.5,1299.76,1 days 20:15:00
LONG,2022-06-30 09:20:00+05:30,2022-06-30 12:30:00+05:30,LONG,33461.95,33357.95,-104.0,-3120.0,-2.08,1946524.5,1297.68,0 days 03:10:00
SHORT,2022-06-30 12:30:00+05:30,2022-07-01 12:55:00+05:30,SHORT,33357.95,33361.9,-3.95,-118.5,-0.08,1946406.0,1297.6,1 days 00:25:00
LONG,2022-07-01 12:55:00+05:30,2022-07-05 13:35:00+05:30,LONG,33361.9,34225.15,863.25,25897.5,17.26,1972303.5,1314.87,4 days 00:40:00
SHORT,2022-07-05 13:35:00+05:30,2022-07-06 09:20:00+05:30,SHORT,34225.15,34129.15,96.0,2880.0,1.92,1975183.5,1316.79,0 days 19:45:00
LONG,2022-07-06 09:20:00+05:30,2022-07-07 14:10:00+05:30,LONG,34129.15,34679.85,550.7,16521.0,11.01,1991704.5,1327.8,1 days 04:50:00
SHORT,2022-07-07 14:10:00+05:30,2022-07-07 15:00:00+05:30,SHORT,34679.85,34907.3,-227.45,-6823.5,-4.55,1984881.0,1323.25,0 days 00:50:00
LONG,2022-07-07 15:00:00+05:30,2022-07-08 14:25:00+05:30,LONG,34907.3,34994.35,87.05,2611.5,1.74,1987492.5,1325.0,0 days 23:25:00
SHORT,2022-07-08 14:25:00+05:30,2022-07-11 09:15:00+05:30,SHORT,34994.35,35242.95,-248.6,-7458.0,-4.97,1980034.5,1320.02,2 days 18:50:00
LONG,2022-07-11 09:15:00+05:30,2022-07-12 09:35:00+05:30,LONG,35242.95,35325.9,82.95,2488.5,1.66,1982523.0,1321.68,1 days 00:20:00
SHORT,2022-07-12 09:35:00+05:30,2022-07-12 14:10:00+05:30,SHORT,35325.9,35377.85,-51.95,-1558.5,-1.04,1980964.5,1320.64,0 days 04:35:00
LONG,2022-07-12 14:10:00+05:30,2022-07-12 14:55:00+05:30,LONG,35377.85,35204.0,-173.85,-5215.5,-3.48,1975749.0,1317.17,0 days 00:45:00
SHORT,2022-07-12 14:55:00+05:30,2022-07-13 09:15:00+05:30,SHORT,35204.0,35290.85,-86.85,-2605.5,-1.74,1973143.5,1315.43,0 days 18:20:00
LONG,2022-07-13 09:15:00+05:30,2022-07-13 10:45:00+05:30,LONG,35290.85,35067.95,-222.9,-6687.0,-4.46,1966456.5,1310.97,0 days 01:30:00
SHORT,2022-07-13 10:45:00+05:30,2022-07-14 09:45:00+05:30,SHORT,35067.95,34957.15,110.8,3324.0,2.22,1969780.5,1313.19,0 days 23:00:00
LONG,2022-07-14 09:45:00+05:30,2022-07-14 11:30:00+05:30,LONG,34957.15,34771.05,-186.1,-5583.0,-3.72,1964197.5,1309.46,0 days 01:45:00
SHORT,2022-07-14 11:30:00+05:30,2022-07-15 09:15:00+05:30,SHORT,34771.05,34837.85,-66.8,-2004.0,-1.34,1962193.5,1308.13,0 days 21:45:00
LONG,2022-07-15 09:15:00+05:30,2022-07-15 10:00:00+05:30,LONG,34837.85,34568.1,-269.75,-8092.5,-5.4,1954101.0,1302.73,0 days 00:45:00
SHORT,2022-07-15 10:00:00+05:30,2022-07-15 14:35:00+05:30,SHORT,34568.1,34695.7,-127.6,-3828.0,-2.55,1950273.0,1300.18,0 days 04:35:00
LONG,2022-07-15 14:35:00+05:30,2022-07-19 09:15:00+05:30,LONG,34695.7,35218.95,523.25,15697.5,10.46,1965970.5,1310.65,3 days 18:40:00
SHORT,2022-07-19 09:15:00+05:30,2022-07-19 10:05:00+05:30,SHORT,35218.95,35434.6,-215.65,-6469.5,-4.31,1959501.0,1306.33,0 days 00:50:00
LONG,2022-07-19 10:05:00+05:30,2022-07-20 13:10:00+05:30,LONG,35434.6,35997.65,563.05,16891.5,11.26,1976392.5,1317.6,1 days 03:05:00
SHORT,2022-07-20 13:10:00+05:30,2022-07-21 10:05:00+05:30,SHORT,35997.65,36114.35,-116.7,-3501.0,-2.33,1972891.5,1315.26,0 days 20:55:00
LONG,2022-07-21 10:05:00+05:30,2022-07-21 13:35:00+05:30,LONG,36114.35,36131.75,17.4,522.0,0.35,1973413.5,1315.61,0 days 03:30:00
SHORT,2022-07-21 13:35:00+05:30,2022-07-22 09:15:00+05:30,SHORT,36131.75,36448.85,-317.1,-9513.0,-6.34,1963900.5,1309.27,0 days 19:40:00
LONG,2022-07-22 09:15:00+05:30,2022-07-25 09:50:00+05:30,LONG,36448.85,36665.45,216.6,6498.0,4.33,1970398.5,1313.6,3 days 00:35:00
SHORT,2022-07-25 09:50:00+05:30,2022-07-25 14:05:00+05:30,SHORT,36665.45,36712.95,-47.5,-1425.0,-0.95,1968973.5,1312.65,0 days 04:15:00
LONG,2022-07-25 14:05:00+05:30,2022-07-26 09:15:00+05:30,LONG,36712.95,36583.15,-129.8,-3894.0,-2.6,1965079.5,1310.05,0 days 19:10:00
SHORT,2022-07-26 09:15:00+05:30,2022-07-27 10:10:00+05:30,SHORT,36583.15,36522.55,60.6,1818.0,1.21,1966897.5,1311.26,1 days 00:55:00
LONG,2022-07-27 10:10:00+05:30,2022-07-29 10:20:00+05:30,LONG,36522.55,37403.75,881.2,26436.0,17.62,1993333.5,1328.89,2 days 00:10:00
SHORT,2022-07-29 10:20:00+05:30,2022-07-29 15:15:00+05:30,SHORT,37403.75,37527.25,-123.5,-3705.0,-2.47,1989628.5,1326.42,0 days 04:55:00
LONG,2022-07-29 15:15:00+05:30,2022-08-02 09:15:00+05:30,LONG,37527.25,37785.55,258.3,7749.0,5.17,1997377.5,1331.58,3 days 18:00:00
SHORT,2022-08-02 09:15:00+05:30,2022-08-02 11:35:00+05:30,SHORT,37785.55,37943.0,-157.45,-4723.5,-3.15,1992654.0,1328.44,0 days 02:20:00
LONG,2022-08-02 11:35:00+05:30,2022-08-02 12:40:00+05:30,LONG,37943.0,37823.95,-119.05,-3571.5,-2.38,1989082.5,1326.06,0 days 01:05:00
SHORT,2022-08-02 12:40:00+05:30,2022-08-02 14:05:00+05:30,SHORT,37823.95,38061.6,-237.65,-7129.5,-4.75,1981953.0,1321.3,0 days 01:25:00
LONG,2022-08-02 14:05:00+05:30,2022-08-02 15:20:00+05:30,LONG,38061.6,37883.75,-177.85,-5335.5,-3.56,1976617.5,1317.74,0 days 01:15:00
SHORT,2022-08-02 15:20:00+05:30,2022-08-03 15:00:00+05:30,SHORT,37883.75,37973.0,-89.25,-2677.5,-1.78,1973940.0,1315.96,0 days 23:40:00
LONG,2022-08-03 15:00:00+05:30,2022-08-04 11:10:00+05:30,LONG,37973.0,37888.15,-84.85,-2545.5,-1.7,1971394.5,1314.26,0 days 20:10:00
SHORT,2022-08-04 11:10:00+05:30,2022-08-04 15:00:00+05:30,SHORT,37888.15,37801.85,86.3,2589.0,1.73,1973983.5,1315.99,0 days 03:50:00
LONG,2022-08-04 15:00:00+05:30,2022-08-05 13:00:00+05:30,LONG,37801.85,37893.1,91.25,2737.5,1.82,1976721.0,1317.81,0 days 22:00:00
SHORT,2022-08-05 13:00:00+05:30,2022-08-08 10:20:00+05:30,SHORT,37893.1,38069.2,-176.1,-5283.0,-3.52,1971438.0,1314.29,2 days 21:20:00
LONG,2022-08-08 10:20:00+05:30,2022-08-12 09:25:00+05:30,LONG,38069.2,38782.95,713.75,21412.5,14.27,1992850.5,1328.57,3 days 23:05:00
SHORT,2022-08-12 09:25:00+05:30,2022-08-12 11:25:00+05:30,SHORT,38782.95,38967.65,-184.7,-5541.0,-3.69,1987309.5,1324.87,0 days 02:00:00
LONG,2022-08-12 11:25:00+05:30,2022-08-16 11:45:00+05:30,LONG,38967.65,39220.6,252.95,7588.5,5.06,1994898.0,1329.93,4 days 00:20:00
SHORT,2022-08-16 11:45:00+05:30,2022-08-17 09:15:00+05:30,SHORT,39220.6,39293.5,-72.9,-2187.0,-1.46,1992711.0,1328.47,0 days 21:30:00
LONG,2022-08-17 09:15:00+05:30,2022-08-18 11:50:00+05:30,LONG,39293.5,39398.0,104.5,3135.0,2.09,1995846.0,1330.56,1 days 02:35:00
SHORT,2022-08-18 11:50:00+05:30,2022-08-18 14:15:00+05:30,SHORT,39398.0,39528.95,-130.95,-3928.5,-2.62,1991917.5,1327.95,0 days 02:25:00
LONG,2022-08-18 14:15:00+05:30,2022-08-19 09:35:00+05:30,LONG,39528.95,39501.75,-27.2,-816.0,-0.54,1991101.5,1327.4,0 days 19:20:00
SHORT,2022-08-19 09:35:00+05:30,2022-08-23 09:35:00+05:30,SHORT,39501.75,38402.1,1099.65,32989.5,21.99,2024091.0,1349.39,4 days 00:00:00
LONG,2022-08-23 09:35:00+05:30,2022-08-24 12:50:00+05:30,LONG,38402.1,38720.75,318.65,9559.5,6.37,2033650.5,1355.77,1 days 03:15:00
SHORT,2022-08-24 12:50:00+05:30,2022-08-24 14:25:00+05:30,SHORT,38720.75,38842.25,-121.5,-3645.0,-2.43,2030005.5,1353.34,0 days 01:35:00
LONG,2022-08-24 14:25:00+05:30,2022-08-25 14:30:00+05:30,LONG,38842.25,39245.8,403.55,12106.5,8.07,2042112.0,1361.41,1 days 00:05:00
SHORT,2022-08-25 14:30:00+05:30,2022-08-26 09:15:00+05:30,SHORT,39245.8,39253.55,-7.75,-232.5,-0.16,2041879.5,1361.25,0 days 18:45:00
LONG,2022-08-26 09:15:00+05:30,2022-08-26 15:00:00+05:30,LONG,39253.55,38872.15,-381.4,-11442.0,-7.63,2030437.5,1353.62,0 days 05:45:00
SHORT,2022-08-26 15:00:00+05:30,2022-08-30 09:15:00+05:30,SHORT,38872.15,38661.95,210.2,6306.0,4.2,2036743.5,1357.83,3 days 18:15:00
LONG,2022-08-30 09:15:00+05:30,2022-09-01 09:15:00+05:30,LONG,38661.95,39124.85,462.9,13887.0,9.26,2050630.5,1367.09,2 days 00:00:00
SHORT,2022-09-01 09:15:00+05:30,2022-09-01 10:00:00+05:30,SHORT,39124.85,39503.45,-378.6,-11358.0,-7.57,2039272.5,1359.52,0 days 00:45:00
LONG,2022-09-01 10:00:00+05:30,2022-09-01 13:45:00+05:30,LONG,39503.45,39220.0,-283.45,-8503.5,-5.67,2030769.0,1353.85,0 days 03:45:00
SHORT,2022-09-01 13:45:00+05:30,2022-09-01 15:25:00+05:30,SHORT,39220.0,39345.8,-125.8,-3774.0,-2.52,2026995.0,1351.33,0 days 01:40:00
LONG,2022-09-01 15:25:00+05:30,2022-09-02 14:50:00+05:30,LONG,39345.8,39375.4,29.6,888.0,0.59,2027883.0,1351.92,0 days 23:25:00
SHORT,2022-09-02 14:50:00+05:30,2022-09-05 09:15:00+05:30,SHORT,39375.4,39668.05,-292.65,-8779.5,-5.85,2019103.5,1346.07,2 days 18:25:00
LONG,2022-09-05 09:15:00+05:30,2022-09-06 10:15:00+05:30,LONG,39668.05,39688.1,20.05,601.5,0.4,2019705.0,1346.47,1 days 01:00:00
SHORT,2022-09-06 10:15:00+05:30,2022-09-06 11:55:00+05:30,SHORT,39688.1,39944.25,-256.15,-7684.5,-5.12,2012020.5,1341.35,0 days 01:40:00
LONG,2022-09-06 11:55:00+05:30,2022-09-06 13:45:00+05:30,LONG,39944.25,39783.65,-160.6,-4818.0,-3.21,2007202.5,1338.14,0 days 01:50:00
SHORT,2022-09-06 13:45:00+05:30,2022-09-07 12:15:00+05:30,SHORT,39783.65,39553.6,230.05,6901.5,4.6,2014104.0,1342.74,0 days 22:30:00
LONG,2022-09-07 12:15:00+05:30,2022-09-09 12:10:00+05:30,LONG,39553.6,40471.8,918.2,27546.0,18.36,2041650.0,1361.1,1 days 23:55:00
SHORT,2022-09-09 12:10:00+05:30,2022-09-12 09:15:00+05:30,SHORT,40471.8,40580.35,-108.55,-3256.5,-2.17,2038393.5,1358.93,2 days 21:05:00
LONG,2022-09-12 09:15:00+05:30,2022-09-12 15:20:00+05:30,LONG,40580.35,40553.45,-26.9,-807.0,-0.54,2037586.5,1358.39,0 days 06:05:00
SHORT,2022-09-12 15:20:00+05:30,2022-09-13 09:15:00+05:30,SHORT,40553.45,40741.85,-188.4,-5652.0,-3.77,2031934.5,1354.62,0 days 17:55:00
LONG,2022-09-13 09:15:00+05:30,2022-09-14 09:15:00+05:30,LONG,40741.85,40532.0,-209.85,-6295.5,-4.2,2025639.0,1350.43,1 days 00:00:00
SHORT,2022-09-14 09:15:00+05:30,2022-09-14 09:45:00+05:30,SHORT,40532.0,40816.25,-284.25,-8527.5,-5.68,2017111.5,1344.74,0 days 00:30:00
LONG,2022-09-14 09:45:00+05:30,2022-09-14 15:10:00+05:30,LONG,40816.25,41327.0,510.75,15322.5,10.22,2032434.0,1354.96,0 days 05:25:00
SHORT,2022-09-14 15:10:00+05:30,2022-09-15 09:15:00+05:30,SHORT,41327.0,41722.75,-395.75,-11872.5,-7.92,2020561.5,1347.04,0 days 18:05:00
LONG,2022-09-15 09:15:00+05:30,2022-09-15 10:30:00+05:30,LONG,41722.75,41353.25,-369.5,-11085.0,-7.39,2009476.5,1339.65,0 days 01:15:00
SHORT,2022-09-15 10:30:00+05:30,2022-09-15 14:35:00+05:30,SHORT,41353.25,41480.5,-127.25,-3817.5,-2.54,2005659.0,1337.11,0 days 04:05:00
LONG,2022-09-15 14:35:00+05:30,2022-09-15 15:05:00+05:30,LONG,41480.5,41222.3,-258.2,-7746.0,-5.16,1997913.0,1331.94,0 days 00:30:00
SHORT,2022-09-15 15:05:00+05:30,2022-09-19 09:30:00+05:30,SHORT,41222.3,40907.5,314.8,9444.0,6.3,2007357.0,1338.24,3 days 18:25:00
LONG,2022-09-19 09:30:00+05:30,2022-09-19 14:20:00+05:30,LONG,40907.5,40850.05,-57.45,-1723.5,-1.15,2005633.5,1337.09,0 days 04:50:00
SHORT,2022-09-19 14:20:00+05:30,2022-09-20 09:15:00+05:30,SHORT,40850.05,41403.45,-553.4,-16602.0,-11.07,1989031.5,1326.02,0 days 18:55:00
LONG,2022-09-20 09:15:00+05:30,2022-09-20 14:50:00+05:30,LONG,41403.45,41498.5,95.05,2851.5,1.9,1991883.0,1327.92,0 days 05:35:00
SHORT,2022-09-20 14:50:00+05:30,2022-09-21 13:35:00+05:30,SHORT,41498.5,41170.9,327.6,9828.0,6.55,2001711.0,1334.47,0 days 22:45:00
LONG,2022-09-21 13:35:00+05:30,2022-09-22 09:15:00+05:30,LONG,41170.9,40975.95,-194.95,-5848.5,-3.9,1995862.5,1330.58,0 days 19:40:00
SHORT,2022-09-22 09:15:00+05:30,2022-09-22 13:30:00+05:30,SHORT,40975.95,40781.2,194.75,5842.5,3.9,2001705.0,1334.47,0 days 04:15:00
LONG,2022-09-22 13:30:00+05:30,2022-09-22 15:05:00+05:30,LONG,40781.2,40603.75,-177.45,-5323.5,-3.55,1996381.5,1330.92,0 days 01:35:00
SHORT,2022-09-22 15:05:00+05:30,2022-09-26 12:40:00+05:30,SHORT,40603.75,38867.1,1736.65,52099.5,34.73,2048481.0,1365.65,3 days 21:35:00
